id_producto,nombre_pro,categoria,precio
143,Producto_143,Postre,6569.00
144,Producto_144,Bebida,9465.00
145,Producto_145,Comida,1991.00
146,Producto_146,Postre,3778.00
147,Producto_147,Bebida,6160.00
148,Producto_148,Comida,8106.00
149,Producto_149,Postre,2726.00
150,Producto_150,Bebida,8284.00
151,Producto_151,Comida,7205.00
152,Producto_152,Postre,7995.00
153,Producto_153,Bebida,2858.00
154,Producto_154,Comida,6917.00
155,Producto_155,Postre,8678.00
156,Producto_156,Bebida,7115.00
157,Producto_157,Comida,7082.00
158,Producto_158,Postre,3238.00
159,Producto_159,Bebida,1323.00
160,Producto_160,Comida,9967.00
161,Producto_161,Postre,1739.00
162,Producto_162,Bebida,6374.00
163,Producto_163,Comida,1042.00
164,Producto_164,Postre,2540.00
165,Producto_165,Bebida,8635.00
166,Producto_166,Comida,1760.00
167,Producto_167,Postre,4450.00
168,Producto_168,Bebida,6987.00
169,Producto_169,Comida,6787.00
170,Producto_170,Postre,4472.00
171,Producto_171,Bebida,8914.00
172,Producto_172,Comida,7995.00
173,Producto_173,Postre,1848.00
174,Producto_174,Bebida,5820.00
175,Producto_175,Comida,2576.00
176,Producto_176,Postre,6178.00
177,Producto_177,Bebida,9132.00
178,Producto_178,Comida,5919.00
179,Producto_179,Postre,5946.00
180,Producto_180,Bebida,3264.00
181,Producto_181,Comida,5771.00
182,Producto_182,Postre,5242.00
183,Producto_183,Bebida,3975.00
184,Producto_184,Comida,9938.00
185,Producto_185,Postre,6662.00
186,Producto_186,Bebida,8488.00
187,Producto_187,Comida,4507.00
188,Producto_188,Postre,8689.00
189,Producto_189,Bebida,1670.00
190,Producto_190,Comida,1067.00
191,Producto_191,Postre,9058.00
192,Producto_192,Bebida,5142.00
193,Producto_193,Comida,5547.00
194,Producto_194,Postre,7681.00
195,Producto_195,Bebida,3080.00
196,Producto_196,Comida,7970.00
197,Producto_197,Postre,7145.00
198,Producto_198,Bebida,2211.00
199,Producto_199,Comida,7446.00
200,Producto_200,Postre,7748.00
201,Producto_201,Bebida,2055.00
202,Producto_202,Comida,4539.00
203,Producto_203,Postre,7154.00
204,Producto_204,Bebida,6952.00
205,Producto_205,Comida,8126.00
206,Producto_206,Postre,6403.00
207,Producto_207,Bebida,5509.00
208,Producto_208,Comida,6578.00
209,Producto_209,Postre,6372.00
210,Producto_210,Bebida,3555.00
211,Producto_211,Comida,7871.00
212,Producto_212,Postre,2020.00
213,Producto_213,Bebida,4264.00
214,Producto_214,Comida,5001.00
215,Producto_215,Postre,5604.00
216,Producto_216,Bebida,8235.00
217,Producto_217,Comida,3175.00
218,Producto_218,Postre,2768.00
219,Producto_219,Bebida,6952.00
220,Producto_220,Comida,1975.00
221,Producto_221,Postre,2024.00
222,Producto_222,Bebida,8569.00
223,Producto_223,Comida,2941.00
224,Producto_224,Postre,3347.00
225,Producto_225,Bebida,7024.00
226,Producto_226,Comida,2681.00
227,Producto_227,Postre,4888.00
228,Producto_228,Bebida,1752.00
229,Producto_229,Comida,6025.00
230,Producto_230,Postre,3975.00
231,Producto_231,Bebida,5230.00
232,Producto_232,Comida,7324.00
233,Producto_233,Postre,1082.00
234,Producto_234,Bebida,6935.00
235,Producto_235,Comida,2800.00
236,Producto_236,Postre,9343.00
237,Producto_237,Bebida,7678.00
238,Producto_238,Comida,6383.00
239,Producto_239,Postre,4659.00
240,Producto_240,Bebida,4575.00
241,Producto_241,Comida,1204.00
242,Producto_242,Postre,6628.00
243,Producto_243,Bebida,1902.00
244,Producto_244,Comida,9583.00
245,Producto_245,Postre,3971.00
246,Producto_246,Bebida,5748.00
247,Producto_247,Comida,8539.00
248,Producto_248,Postre,9271.00
249,Producto_249,Bebida,6247.00
250,Producto_250,Comida,8716.00
251,Producto_251,Postre,5187.00
252,Producto_252,Bebida,8028.00
253,Producto_253,Comida,8312.00
254,Producto_254,Postre,6564.00
255,Producto_255,Bebida,2689.00
256,Producto_256,Comida,2644.00
257,Producto_257,Postre,6849.00
258,Producto_258,Bebida,9645.00
259,Producto_259,Comida,4696.00
260,Producto_260,Postre,4582.00
261,Producto_261,Bebida,8217.00
262,Producto_262,Comida,7852.00
263,Producto_263,Postre,7954.00
264,Producto_264,Bebida,9742.00
265,Producto_265,Comida,2878.00
266,Producto_266,Postre,1351.00
267,Producto_267,Bebida,1637.00
268,Producto_268,Comida,6580.00
269,Producto_269,Postre,5553.00
270,Producto_270,Bebida,6355.00
271,Producto_271,Comida,1034.00
272,Producto_272,Postre,3704.00
273,Producto_273,Bebida,9348.00
274,Producto_274,Comida,9083.00
275,Producto_275,Postre,3073.00
276,Producto_276,Bebida,5592.00
277,Producto_277,Comida,3756.00
278,Producto_278,Postre,2357.00
279,Producto_279,Bebida,8963.00
280,Producto_280,Comida,7000.00
281,Producto_281,Postre,4509.00
282,Producto_282,Bebida,9145.00
283,Producto_283,Comida,1350.00
284,Producto_284,Postre,4219.00
285,Producto_285,Bebida,7610.00
286,Producto_286,Comida,1476.00
287,Producto_287,Postre,4570.00
288,Producto_288,Bebida,1431.00
289,Producto_289,Comida,3311.00
290,Producto_290,Postre,3016.00
291,Producto_291,Bebida,5397.00
292,Producto_292,Comida,3893.00
293,Producto_293,Postre,1139.00
294,Producto_294,Bebida,3111.00
295,Producto_295,Comida,9076.00
296,Producto_296,Postre,3936.00
297,Producto_297,Bebida,5953.00
298,Producto_298,Comida,8544.00
299,Producto_299,Postre,5472.00
300,Producto_300,Bebida,3672.00
301,Producto_301,Comida,7333.00
302,Producto_302,Postre,4220.00
303,Producto_303,Bebida,6826.00
304,Producto_304,Comida,5600.00
305,Producto_305,Postre,4754.00
306,Producto_306,Bebida,8275.00
307,Producto_307,Comida,3745.00
308,Producto_308,Postre,3058.00
309,Producto_309,Bebida,8718.00
310,Producto_310,Comida,2860.00
311,Producto_311,Postre,2333.00
312,Producto_312,Bebida,7587.00
313,Producto_313,Comida,5432.00
314,Producto_314,Postre,3744.00
315,Producto_315,Bebida,5925.00
316,Producto_316,Comida,2526.00
317,Producto_317,Postre,9090.00
318,Producto_318,Bebida,9089.00
319,Producto_319,Comida,2837.00
320,Producto_320,Postre,1644.00
321,Producto_321,Bebida,4668.00
322,Producto_322,Comida,6496.00
323,Producto_323,Postre,7892.00
324,Producto_324,Bebida,4863.00
325,Producto_325,Comida,8123.00
326,Producto_326,Postre,7422.00
327,Producto_327,Bebida,8176.00
328,Producto_328,Comida,8247.00
329,Producto_329,Postre,3521.00
330,Producto_330,Bebida,8068.00
331,Producto_331,Comida,6469.00
332,Producto_332,Postre,4680.00
333,Producto_333,Bebida,3646.00
334,Producto_334,Comida,2042.00
335,Producto_335,Postre,8710.00
336,Producto_336,Bebida,7366.00
337,Producto_337,Comida,7940.00
338,Producto_338,Postre,3992.00
339,Producto_339,Bebida,2113.00
340,Producto_340,Comida,5514.00
341,Producto_341,Postre,4717.00
342,Producto_342,Bebida,3723.00
343,Producto_343,Comida,4914.00
344,Producto_344,Postre,6122.00
345,Producto_345,Bebida,1438.00
346,Producto_346,Comida,7266.00
347,Producto_347,Postre,1966.00
348,Producto_348,Bebida,6972.00
349,Producto_349,Comida,8246.00
350,Producto_350,Postre,7264.00
351,Producto_351,Bebida,5269.00
352,Producto_352,Comida,3888.00
353,Producto_353,Postre,6956.00
354,Producto_354,Bebida,7056.00
355,Producto_355,Comida,5387.00
356,Producto_356,Postre,3397.00
357,Producto_357,Bebida,9460.00
358,Producto_358,Comida,4001.00
359,Producto_359,Postre,3000.00
360,Producto_360,Bebida,4904.00
361,Producto_361,Comida,3074.00
362,Producto_362,Postre,2380.00
363,Producto_363,Bebida,4082.00
364,Producto_364,Comida,7066.00
365,Producto_365,Postre,7415.00
366,Producto_366,Bebida,2129.00
367,Producto_367,Comida,5618.00
368,Producto_368,Postre,9132.00
369,Producto_369,Bebida,6837.00
370,Producto_370,Comida,4719.00
371,Producto_371,Postre,2665.00
372,Producto_372,Bebida,5066.00
373,Producto_373,Comida,7843.00
374,Producto_374,Postre,8421.00
375,Producto_375,Bebida,9649.00
376,Producto_376,Comida,1690.00
377,Producto_377,Postre,1995.00
378,Producto_378,Bebida,1687.00
379,Producto_379,Comida,4876.00
380,Producto_380,Postre,9393.00
381,Producto_381,Bebida,5998.00
382,Producto_382,Comida,3740.00
383,Producto_383,Postre,6037.00
384,Producto_384,Bebida,3812.00
385,Producto_385,Comida,5023.00
386,Producto_386,Postre,1371.00
387,Producto_387,Bebida,4663.00
388,Producto_388,Comida,3244.00
389,Producto_389,Postre,1907.00
390,Producto_390,Bebida,4694.00
391,Producto_391,Comida,8451.00
392,Producto_392,Postre,3413.00
393,Producto_393,Bebida,7948.00
394,Producto_394,Comida,1632.00
395,Producto_395,Postre,2848.00
396,Producto_396,Bebida,6920.00
397,Producto_397,Comida,7505.00
398,Producto_398,Postre,4236.00
399,Producto_399,Bebida,1913.00
400,Producto_400,Comida,2900.00
401,Producto_401,Postre,7564.00
402,Producto_402,Bebida,7925.00
403,Producto_403,Comida,1418.00
404,Producto_404,Postre,8405.00
405,Producto_405,Bebida,7981.00
406,Producto_406,Comida,2328.00
407,Producto_407,Postre,1153.00
408,Producto_408,Bebida,8198.00
409,Producto_409,Comida,3470.00
410,Producto_410,Postre,7177.00
411,Producto_411,Bebida,6063.00
412,Producto_412,Comida,8339.00
413,Producto_413,Postre,7829.00
414,Producto_414,Bebida,4932.00
415,Producto_415,Comida,8229.00
416,Producto_416,Postre,1968.00
417,Producto_417,Bebida,5799.00
418,Producto_418,Comida,1415.00
419,Producto_419,Postre,8192.00
420,Producto_420,Bebida,5439.00
421,Producto_421,Comida,4949.00
422,Producto_422,Postre,1754.00
423,Producto_423,Bebida,8049.00
424,Producto_424,Comida,1081.00
425,Producto_425,Postre,4451.00
426,Producto_426,Bebida,1289.00
427,Producto_427,Comida,1341.00
428,Producto_428,Postre,2439.00
429,Producto_429,Bebida,8750.00
430,Producto_430,Comida,3947.00
431,Producto_431,Postre,9930.00
432,Producto_432,Bebida,6846.00
433,Producto_433,Comida,8141.00
434,Producto_434,Postre,5030.00
435,Producto_435,Bebida,6130.00
436,Producto_436,Comida,7652.00
437,Producto_437,Postre,4147.00
438,Producto_438,Bebida,6211.00
439,Producto_439,Comida,4421.00
440,Producto_440,Postre,8803.00
441,Producto_441,Bebida,9959.00
442,Producto_442,Comida,3640.00
443,Producto_443,Postre,2848.00
444,Producto_444,Bebida,4167.00
445,Producto_445,Comida,6432.00
446,Producto_446,Postre,2394.00
447,Producto_447,Bebida,3383.00
448,Producto_448,Comida,6730.00
449,Producto_449,Postre,9550.00
450,Producto_450,Bebida,9465.00
451,Producto_451,Comida,6034.00
452,Producto_452,Postre,7739.00
453,Producto_453,Bebida,2008.00
454,Producto_454,Comida,4741.00
455,Producto_455,Postre,2646.00
456,Producto_456,Bebida,7879.00
457,Producto_457,Comida,1456.00
458,Producto_458,Postre,7486.00
459,Producto_459,Bebida,8127.00
460,Producto_460,Comida,4563.00
461,Producto_461,Postre,2770.00
462,Producto_462,Bebida,8955.00
463,Producto_463,Comida,6343.00
464,Producto_464,Postre,9332.00
465,Producto_465,Bebida,7344.00
466,Producto_466,Comida,8855.00
467,Producto_467,Postre,5515.00
468,Producto_468,Bebida,9862.00
469,Producto_469,Comida,2456.00
470,Producto_470,Postre,9170.00
471,Producto_471,Bebida,9238.00
472,Producto_472,Comida,4622.00
473,Producto_473,Postre,2311.00
474,Producto_474,Bebida,2452.00
475,Producto_475,Comida,5205.00
476,Producto_476,Postre,7348.00
477,Producto_477,Bebida,1774.00
478,Producto_478,Comida,2442.00
479,Producto_479,Postre,1394.00
480,Producto_480,Bebida,1035.00
481,Producto_481,Comida,4443.00
482,Producto_482,Postre,5285.00
483,Producto_483,Bebida,7575.00
484,Producto_484,Comida,6797.00
485,Producto_485,Postre,5255.00
486,Producto_486,Bebida,5800.00
487,Producto_487,Comida,8003.00
488,Producto_488,Postre,1771.00
489,Producto_489,Bebida,7771.00
490,Producto_490,Comida,5035.00
491,Producto_491,Postre,2526.00
492,Producto_492,Bebida,3166.00
493,Producto_493,Comida,6972.00
494,Producto_494,Postre,1329.00
495,Producto_495,Bebida,9975.00
496,Producto_496,Comida,4543.00
497,Producto_497,Postre,2887.00
498,Producto_498,Bebida,3383.00
499,Producto_499,Comida,6900.00
500,Producto_500,Postre,5004.00
501,Producto_501,Bebida,1453.00
502,Producto_502,Comida,4306.00
503,Producto_503,Postre,5455.00
504,Producto_504,Bebida,7175.00
505,Producto_505,Comida,5380.00
506,Producto_506,Postre,4171.00
507,Producto_507,Bebida,3452.00
508,Producto_508,Comida,2611.00
509,Producto_509,Postre,9971.00
510,Producto_510,Bebida,1883.00
511,Producto_511,Comida,9555.00
512,Producto_512,Postre,6817.00
513,Producto_513,Bebida,7169.00
514,Producto_514,Comida,1690.00
515,Producto_515,Postre,7342.00
516,Producto_516,Bebida,9228.00
517,Producto_517,Comida,5938.00
518,Producto_518,Postre,8954.00
519,Producto_519,Bebida,4792.00
520,Producto_520,Comida,1756.00
521,Producto_521,Postre,1553.00
522,Producto_522,Bebida,4889.00
523,Producto_523,Comida,4207.00
524,Producto_524,Postre,8831.00
525,Producto_525,Bebida,5619.00
526,Producto_526,Comida,8128.00
527,Producto_527,Postre,9919.00
528,Producto_528,Bebida,1196.00
529,Producto_529,Comida,8666.00
530,Producto_530,Postre,5303.00
531,Producto_531,Bebida,1574.00
532,Producto_532,Comida,5419.00
533,Producto_533,Postre,1483.00
534,Producto_534,Bebida,9230.00
535,Producto_535,Comida,9279.00
536,Producto_536,Postre,8275.00
537,Producto_537,Bebida,1249.00
538,Producto_538,Comida,3779.00
539,Producto_539,Postre,2105.00
540,Producto_540,Bebida,3660.00
541,Producto_541,Comida,7316.00
542,Producto_542,Postre,6349.00
543,Producto_543,Bebida,3660.00
544,Producto_544,Comida,9605.00
545,Producto_545,Postre,8690.00
546,Producto_546,Bebida,5261.00
547,Producto_547,Comida,1366.00
548,Producto_548,Postre,2497.00
549,Producto_549,Bebida,1372.00
550,Producto_550,Comida,9624.00
551,Producto_551,Postre,3702.00
552,Producto_552,Bebida,1674.00
553,Producto_553,Comida,8596.00
554,Producto_554,Postre,7510.00
555,Producto_555,Bebida,3833.00
556,Producto_556,Comida,2616.00
557,Producto_557,Postre,8030.00
558,Producto_558,Bebida,5272.00
559,Producto_559,Comida,6936.00
560,Producto_560,Postre,9898.00
561,Producto_561,Bebida,1332.00
562,Producto_562,Comida,2209.00
563,Producto_563,Postre,5430.00
564,Producto_564,Bebida,4527.00
565,Producto_565,Comida,5210.00
566,Producto_566,Postre,2856.00
567,Producto_567,Bebida,2129.00
568,Producto_568,Comida,5029.00
569,Producto_569,Postre,7918.00
570,Producto_570,Bebida,5414.00
571,Producto_571,Comida,5155.00
572,Producto_572,Postre,9460.00
573,Producto_573,Bebida,3687.00
574,Producto_574,Comida,7182.00
575,Producto_575,Postre,7481.00
576,Producto_576,Bebida,7983.00
577,Producto_577,Comida,9807.00
578,Producto_578,Postre,7926.00
579,Producto_579,Bebida,8308.00
580,Producto_580,Comida,3655.00
581,Producto_581,Postre,3186.00
582,Producto_582,Bebida,4114.00
583,Producto_583,Comida,4606.00
584,Producto_584,Postre,3321.00
585,Producto_585,Bebida,6495.00
586,Producto_586,Comida,2265.00
587,Producto_587,Postre,4494.00
588,Producto_588,Bebida,1164.00
589,Producto_589,Comida,2606.00
590,Producto_590,Postre,9205.00
591,Producto_591,Bebida,6467.00
592,Producto_592,Comida,7871.00
593,Producto_593,Postre,4854.00
594,Producto_594,Bebida,7497.00
595,Producto_595,Comida,8469.00
596,Producto_596,Postre,4087.00
597,Producto_597,Bebida,7910.00
598,Producto_598,Comida,7460.00
599,Producto_599,Postre,3225.00
600,Producto_600,Bebida,5950.00
601,Producto_601,Comida,4413.00
602,Producto_602,Postre,1862.00
603,Producto_603,Bebida,2787.00
604,Producto_604,Comida,1861.00
605,Producto_605,Postre,8407.00
606,Producto_606,Bebida,9395.00
607,Producto_607,Comida,7082.00
608,Producto_608,Postre,5887.00
609,Producto_609,Bebida,5335.00
610,Producto_610,Comida,7789.00
611,Producto_611,Postre,5247.00
612,Producto_612,Bebida,6080.00
613,Producto_613,Comida,7122.00
614,Producto_614,Postre,1218.00
615,Producto_615,Bebida,6016.00
616,Producto_616,Comida,4208.00
617,Producto_617,Postre,2828.00
618,Producto_618,Bebida,3416.00
619,Producto_619,Comida,7952.00
620,Producto_620,Postre,9870.00
621,Producto_621,Bebida,3476.00
622,Producto_622,Comida,4116.00
623,Producto_623,Postre,2561.00
624,Producto_624,Bebida,2193.00
625,Producto_625,Comida,7316.00
626,Producto_626,Postre,7790.00
627,Producto_627,Bebida,3493.00
628,Producto_628,Comida,3627.00
629,Producto_629,Postre,6631.00
630,Producto_630,Bebida,6743.00
631,Producto_631,Comida,9017.00
632,Producto_632,Postre,8538.00
633,Producto_633,Bebida,5416.00
634,Producto_634,Comida,8074.00
635,Producto_635,Postre,6286.00
636,Producto_636,Bebida,6463.00
637,Producto_637,Comida,6041.00
638,Producto_638,Postre,3232.00
639,Producto_639,Bebida,3524.00
640,Producto_640,Comida,4537.00
641,Producto_641,Postre,8762.00
642,Producto_642,Bebida,5474.00
643,Producto_643,Comida,8696.00
644,Producto_644,Postre,6426.00
645,Producto_645,Bebida,5954.00
646,Producto_646,Comida,2263.00
647,Producto_647,Postre,9210.00
648,Producto_648,Bebida,1571.00
649,Producto_649,Comida,7332.00
650,Producto_650,Postre,4483.00
651,Producto_651,Bebida,2694.00
652,Producto_652,Comida,6692.00
653,Producto_653,Postre,9997.00
654,Producto_654,Bebida,7476.00
655,Producto_655,Comida,1437.00
656,Producto_656,Postre,1108.00
657,Producto_657,Bebida,5746.00
658,Producto_658,Comida,1231.00
659,Producto_659,Postre,6522.00
660,Producto_660,Bebida,4921.00
661,Producto_661,Comida,6240.00
662,Producto_662,Postre,5763.00
663,Producto_663,Bebida,9916.00
664,Producto_664,Comida,3200.00
665,Producto_665,Postre,6956.00
666,Producto_666,Bebida,2645.00
667,Producto_667,Comida,9982.00
668,Producto_668,Postre,4157.00
669,Producto_669,Bebida,6692.00
670,Producto_670,Comida,5628.00
671,Producto_671,Postre,4187.00
672,Producto_672,Bebida,6032.00
673,Producto_673,Comida,2814.00
674,Producto_674,Postre,5679.00
675,Producto_675,Bebida,9232.00
676,Producto_676,Comida,4588.00
677,Producto_677,Postre,5606.00
678,Producto_678,Bebida,5823.00
679,Producto_679,Comida,7253.00
680,Producto_680,Postre,2720.00
681,Producto_681,Bebida,1445.00
682,Producto_682,Comida,6198.00
683,Producto_683,Postre,4762.00
684,Producto_684,Bebida,1812.00
685,Producto_685,Comida,6096.00
686,Producto_686,Postre,3985.00
687,Producto_687,Bebida,4384.00
688,Producto_688,Comida,6799.00
689,Producto_689,Postre,3118.00
690,Producto_690,Bebida,4200.00
691,Producto_691,Comida,8725.00
692,Producto_692,Postre,5114.00
693,Producto_693,Bebida,1639.00
694,Producto_694,Comida,5872.00
695,Producto_695,Postre,9080.00
696,Producto_696,Bebida,3666.00
697,Producto_697,Comida,9200.00
698,Producto_698,Postre,4758.00
699,Producto_699,Bebida,5786.00
700,Producto_700,Comida,7389.00
701,Producto_701,Postre,2276.00
702,Producto_702,Bebida,3927.00
703,Producto_703,Comida,1939.00
704,Producto_704,Postre,2024.00
705,Producto_705,Bebida,6892.00
706,Producto_706,Comida,1737.00
707,Producto_707,Postre,2426.00
708,Producto_708,Bebida,4069.00
709,Producto_709,Comida,8281.00
710,Producto_710,Postre,7173.00
711,Producto_711,Bebida,1441.00
712,Producto_712,Comida,9031.00
713,Producto_713,Postre,4170.00
714,Producto_714,Bebida,5939.00
715,Producto_715,Comida,8109.00
716,Producto_716,Postre,8164.00
717,Producto_717,Bebida,8087.00
718,Producto_718,Comida,7137.00
719,Producto_719,Postre,8134.00
720,Producto_720,Bebida,6059.00
721,Producto_721,Comida,8430.00
722,Producto_722,Postre,5536.00
723,Producto_723,Bebida,2281.00
724,Producto_724,Comida,4320.00
725,Producto_725,Postre,5924.00
726,Producto_726,Bebida,1018.00
727,Producto_727,Comida,2609.00
728,Producto_728,Postre,1869.00
729,Producto_729,Bebida,6256.00
730,Producto_730,Comida,2732.00
731,Producto_731,Postre,9410.00
732,Producto_732,Bebida,9588.00
733,Producto_733,Comida,6500.00
734,Producto_734,Postre,2935.00
735,Producto_735,Bebida,7104.00
736,Producto_736,Comida,1240.00
737,Producto_737,Postre,5292.00
738,Producto_738,Bebida,3558.00
739,Producto_739,Comida,4495.00
740,Producto_740,Postre,9777.00
741,Producto_741,Bebida,3449.00
742,Producto_742,Comida,8896.00
743,Producto_743,Postre,2054.00
744,Producto_744,Bebida,5232.00
745,Producto_745,Comida,5835.00
746,Producto_746,Postre,5935.00
747,Producto_747,Bebida,6982.00
748,Producto_748,Comida,8784.00
749,Producto_749,Postre,6499.00
750,Producto_750,Bebida,1034.00
751,Producto_751,Comida,2277.00
752,Producto_752,Postre,2245.00
753,Producto_753,Bebida,6484.00
754,Producto_754,Comida,2518.00
755,Producto_755,Postre,5618.00
756,Producto_756,Bebida,6915.00
757,Producto_757,Comida,8960.00
758,Producto_758,Postre,7766.00
759,Producto_759,Bebida,5428.00
760,Producto_760,Comida,1413.00
761,Producto_761,Postre,5535.00
762,Producto_762,Bebida,6855.00
763,Producto_763,Comida,7150.00
764,Producto_764,Postre,8177.00
765,Producto_765,Bebida,1882.00
766,Producto_766,Comida,9962.00
767,Producto_767,Postre,8257.00
768,Producto_768,Bebida,8879.00
769,Producto_769,Comida,6046.00
770,Producto_770,Postre,3518.00
771,Producto_771,Bebida,3407.00
772,Producto_772,Comida,5550.00
773,Producto_773,Postre,4353.00
774,Producto_774,Bebida,3590.00
775,Producto_775,Comida,4366.00
776,Producto_776,Postre,1061.00
777,Producto_777,Bebida,9824.00
778,Producto_778,Comida,3442.00
779,Producto_779,Postre,1709.00
780,Producto_780,Bebida,3753.00
781,Producto_781,Comida,5218.00
782,Producto_782,Postre,4006.00
783,Producto_783,Bebida,3821.00
784,Producto_784,Comida,8363.00
785,Producto_785,Postre,8550.00
786,Producto_786,Bebida,5252.00
787,Producto_787,Comida,6302.00
788,Producto_788,Postre,4023.00
789,Producto_789,Bebida,7511.00
790,Producto_790,Comida,4198.00
791,Producto_791,Postre,7954.00
792,Producto_792,Bebida,1322.00
793,Producto_793,Comida,3918.00
794,Producto_794,Postre,2181.00
795,Producto_795,Bebida,6552.00
796,Producto_796,Comida,9817.00
797,Producto_797,Postre,4001.00
798,Producto_798,Bebida,9862.00
799,Producto_799,Comida,3912.00
800,Producto_800,Postre,7838.00
801,Producto_801,Bebida,9791.00
802,Producto_802,Comida,3678.00
803,Producto_803,Postre,8574.00
804,Producto_804,Bebida,7200.00
805,Producto_805,Comida,8129.00
