id_auditoria,descripcion,fecha
99,Pedido 99 generado para Cliente 741,2025-10-25 23:38:01.397000000
100,Pedido 100 generado para Cliente 178,2025-10-25 23:38:01.437000000
101,Pedido 101 generado para Cliente 744,2025-10-25 23:38:01.463000000
102,Pedido 102 generado para Cliente 443,2025-10-25 23:38:01.507000000
103,Pedido 103 generado para Cliente 239,2025-10-25 23:38:01.540000000
104,Pedido 104 generado para Cliente 561,2025-10-25 23:38:01.570000000
105,Pedido 105 generado para Cliente 228,2025-10-25 23:38:01.623000000
106,Pedido 106 generado para Cliente 143,2025-10-25 23:38:01.703000000
107,Pedido 107 generado para Cliente 668,2025-10-25 23:38:01.760000000
108,Pedido 108 generado para Cliente 551,2025-10-25 23:38:01.797000000
109,Pedido 109 generado para Cliente 204,2025-10-25 23:38:01.833000000
110,Pedido 110 generado para Cliente 246,2025-10-25 23:38:01.880000000
111,Pedido 111 generado para Cliente 416,2025-10-25 23:38:01.900000000
112,Pedido 112 generado para Cliente 600,2025-10-25 23:38:01.930000000
113,Pedido 113 generado para Cliente 235,2025-10-25 23:38:01.963000000
114,Pedido 114 generado para Cliente 906,2025-10-25 23:38:02.013000000
115,Pedido 115 generado para Cliente 726,2025-10-25 23:38:02.060000000
116,Pedido 116 generado para Cliente 633,2025-10-25 23:38:02.120000000
117,Pedido 117 generado para Cliente 825,2025-10-25 23:38:02.157000000
118,Pedido 118 generado para Cliente 765,2025-10-25 23:38:02.197000000
119,Pedido 119 generado para Cliente 953,2025-10-25 23:38:02.230000000
120,Pedido 120 generado para Cliente 302,2025-10-25 23:38:02.253000000
121,Pedido 121 generado para Cliente 823,2025-10-25 23:38:02.290000000
122,Pedido 122 generado para Cliente 821,2025-10-25 23:38:02.323000000
123,Pedido 123 generado para Cliente 462,2025-10-25 23:38:02.350000000
124,Pedido 124 generado para Cliente 840,2025-10-25 23:38:02.373000000
125,Pedido 125 generado para Cliente 60,2025-10-25 23:38:02.397000000
126,Pedido 126 generado para Cliente 552,2025-10-25 23:38:02.420000000
127,Pedido 127 generado para Cliente 192,2025-10-25 23:38:02.450000000
128,Pedido 128 generado para Cliente 673,2025-10-25 23:38:02.477000000
129,Pedido 129 generado para Cliente 789,2025-10-25 23:38:02.507000000
130,Pedido 130 generado para Cliente 177,2025-10-25 23:38:02.540000000
131,Pedido 131 generado para Cliente 519,2025-10-25 23:38:02.570000000
132,Pedido 132 generado para Cliente 241,2025-10-25 23:38:02.603000000
133,Pedido 133 generado para Cliente 513,2025-10-25 23:38:02.623000000
134,Pedido 134 generado para Cliente 717,2025-10-25 23:38:02.660000000
135,Pedido 135 generado para Cliente 524,2025-10-25 23:38:02.700000000
136,Pedido 136 generado para Cliente 198,2025-10-25 23:38:02.733000000
137,Pedido 137 generado para Cliente 472,2025-10-25 23:38:02.757000000
138,Pedido 138 generado para Cliente 728,2025-10-25 23:38:02.777000000
139,Pedido 139 generado para Cliente 974,2025-10-25 23:38:02.803000000
140,Pedido 140 generado para Cliente 933,2025-10-25 23:38:02.833000000
141,Pedido 141 generado para Cliente 807,2025-10-25 23:38:02.870000000
142,Pedido 142 generado para Cliente 546,2025-10-25 23:38:02.900000000
143,Pedido 143 generado para Cliente 2,2025-10-25 23:38:02.930000000
144,Pedido 144 generado para Cliente 720,2025-10-25 23:38:02.963000000
145,Pedido 145 generado para Cliente 576,2025-10-25 23:38:02.990000000
146,Pedido 146 generado para Cliente 884,2025-10-25 23:38:03.067000000
147,Pedido 147 generado para Cliente 865,2025-10-25 23:38:03.107000000
148,Pedido 148 generado para Cliente 881,2025-10-25 23:38:03.140000000
149,Pedido 149 generado para Cliente 859,2025-10-25 23:38:03.180000000
150,Pedido 150 generado para Cliente 320,2025-10-25 23:38:03.227000000
151,Pedido 151 generado para Cliente 862,2025-10-25 23:38:03.263000000
152,Pedido 152 generado para Cliente 751,2025-10-25 23:38:03.293000000
153,Pedido 153 generado para Cliente 641,2025-10-25 23:38:03.347000000
154,Pedido 154 generado para Cliente 744,2025-10-25 23:38:03.373000000
155,Pedido 155 generado para Cliente 371,2025-10-25 23:38:03.417000000
156,Pedido 156 generado para Cliente 987,2025-10-25 23:38:03.443000000
157,Pedido 157 generado para Cliente 358,2025-10-25 23:38:03.477000000
158,Pedido 158 generado para Cliente 548,2025-10-25 23:38:03.503000000
159,Pedido 159 generado para Cliente 595,2025-10-25 23:38:03.533000000
160,Pedido 160 generado para Cliente 112,2025-10-25 23:38:03.577000000
161,Pedido 161 generado para Cliente 951,2025-10-25 23:38:03.620000000
162,Pedido 162 generado para Cliente 832,2025-10-25 23:38:03.673000000
163,Pedido 163 generado para Cliente 700,2025-10-25 23:38:03.720000000
164,Pedido 164 generado para Cliente 993,2025-10-25 23:38:03.747000000
165,Pedido 165 generado para Cliente 792,2025-10-25 23:38:03.780000000
166,Pedido 166 generado para Cliente 902,2025-10-25 23:38:03.813000000
167,Pedido 167 generado para Cliente 280,2025-10-25 23:38:03.837000000
168,Pedido 168 generado para Cliente 21,2025-10-25 23:38:03.863000000
169,Pedido 169 generado para Cliente 290,2025-10-25 23:38:03.893000000
170,Pedido 170 generado para Cliente 193,2025-10-25 23:38:03.927000000
171,Pedido 171 generado para Cliente 359,2025-10-25 23:38:03.960000000
172,Pedido 172 generado para Cliente 261,2025-10-25 23:38:03.990000000
173,Pedido 173 generado para Cliente 794,2025-10-25 23:38:04.023000000
174,Pedido 174 generado para Cliente 201,2025-10-25 23:38:04.043000000
175,Pedido 175 generado para Cliente 70,2025-10-25 23:38:04.070000000
176,Pedido 176 generado para Cliente 318,2025-10-25 23:38:04.100000000
177,Pedido 177 generado para Cliente 348,2025-10-25 23:38:04.127000000
178,Pedido 178 generado para Cliente 422,2025-10-25 23:38:04.160000000
179,Pedido 179 generado para Cliente 863,2025-10-25 23:38:04.193000000
180,Pedido 180 generado para Cliente 17,2025-10-25 23:38:04.237000000
181,Pedido 181 generado para Cliente 246,2025-10-25 23:38:04.287000000
182,Pedido 182 generado para Cliente 975,2025-10-25 23:38:04.357000000
183,Pedido 183 generado para Cliente 635,2025-10-25 23:38:04.393000000
184,Pedido 184 generado para Cliente 7,2025-10-25 23:38:04.443000000
185,Pedido 185 generado para Cliente 515,2025-10-25 23:38:04.470000000
186,Pedido 186 generado para Cliente 739,2025-10-25 23:38:04.500000000
187,Pedido 187 generado para Cliente 558,2025-10-25 23:38:04.533000000
188,Pedido 188 generado para Cliente 232,2025-10-25 23:38:04.580000000
189,Pedido 189 generado para Cliente 843,2025-10-25 23:38:04.613000000
190,Pedido 190 generado para Cliente 932,2025-10-25 23:38:04.640000000
191,Pedido 191 generado para Cliente 424,2025-10-25 23:38:04.663000000
192,Pedido 192 generado para Cliente 686,2025-10-25 23:38:04.690000000
193,Pedido 193 generado para Cliente 737,2025-10-25 23:38:04.723000000
194,Pedido 194 generado para Cliente 890,2025-10-25 23:38:04.753000000
195,Pedido 195 generado para Cliente 504,2025-10-25 23:38:04.780000000
196,Pedido 196 generado para Cliente 898,2025-10-25 23:38:04.803000000
197,Pedido 197 generado para Cliente 524,2025-10-25 23:38:04.843000000
198,Pedido 198 generado para Cliente 266,2025-10-25 23:38:04.880000000
199,Pedido 199 generado para Cliente 235,2025-10-25 23:38:04.903000000
200,Pedido 200 generado para Cliente 751,2025-10-25 23:38:04.947000000
201,Pedido 201 generado para Cliente 185,2025-10-25 23:38:04.973000000
202,Pedido 202 generado para Cliente 115,2025-10-25 23:38:05.003000000
203,Pedido 203 generado para Cliente 463,2025-10-25 23:38:05.047000000
204,Pedido 204 generado para Cliente 45,2025-10-25 23:38:05.073000000
205,Pedido 205 generado para Cliente 808,2025-10-25 23:38:05.110000000
206,Pedido 206 generado para Cliente 44,2025-10-25 23:38:05.137000000
207,Pedido 207 generado para Cliente 907,2025-10-25 23:38:05.170000000
208,Pedido 208 generado para Cliente 454,2025-10-25 23:38:05.200000000
209,Pedido 209 generado para Cliente 957,2025-10-25 23:38:05.223000000
210,Pedido 210 generado para Cliente 425,2025-10-25 23:38:05.260000000
211,Pedido 211 generado para Cliente 338,2025-10-25 23:38:05.297000000
212,Pedido 212 generado para Cliente 699,2025-10-25 23:38:05.330000000
213,Pedido 213 generado para Cliente 129,2025-10-25 23:38:05.353000000
214,Pedido 214 generado para Cliente 783,2025-10-25 23:38:05.377000000
215,Pedido 215 generado para Cliente 771,2025-10-25 23:38:05.407000000
216,Pedido 216 generado para Cliente 931,2025-10-25 23:38:05.437000000
217,Pedido 217 generado para Cliente 326,2025-10-25 23:38:05.747000000
218,Pedido 218 generado para Cliente 250,2025-10-25 23:38:05.777000000
219,Pedido 219 generado para Cliente 523,2025-10-25 23:38:05.820000000
220,Pedido 220 generado para Cliente 137,2025-10-25 23:38:05.917000000
221,Pedido 221 generado para Cliente 491,2025-10-25 23:38:05.970000000
222,Pedido 222 generado para Cliente 543,2025-10-25 23:38:06.017000000
223,Pedido 223 generado para Cliente 982,2025-10-25 23:38:06.040000000
224,Pedido 224 generado para Cliente 244,2025-10-25 23:38:06.077000000
225,Pedido 225 generado para Cliente 804,2025-10-25 23:38:06.113000000
226,Pedido 226 generado para Cliente 47,2025-10-25 23:38:06.137000000
227,Pedido 227 generado para Cliente 629,2025-10-25 23:38:06.167000000
228,Pedido 228 generado para Cliente 71,2025-10-25 23:38:06.200000000
229,Pedido 229 generado para Cliente 846,2025-10-25 23:38:06.230000000
230,Pedido 230 generado para Cliente 112,2025-10-25 23:38:06.257000000
231,Pedido 231 generado para Cliente 698,2025-10-25 23:38:06.280000000
232,Pedido 232 generado para Cliente 809,2025-10-25 23:38:06.310000000
233,Pedido 233 generado para Cliente 169,2025-10-25 23:38:06.337000000
234,Pedido 234 generado para Cliente 458,2025-10-25 23:38:06.370000000
235,Pedido 235 generado para Cliente 656,2025-10-25 23:38:06.400000000
236,Pedido 236 generado para Cliente 42,2025-10-25 23:38:06.433000000
237,Pedido 237 generado para Cliente 663,2025-10-25 23:38:06.463000000
238,Pedido 238 generado para Cliente 165,2025-10-25 23:38:06.493000000
239,Pedido 239 generado para Cliente 607,2025-10-25 23:38:06.517000000
240,Pedido 240 generado para Cliente 527,2025-10-25 23:38:06.553000000
241,Pedido 241 generado para Cliente 583,2025-10-25 23:38:06.587000000
242,Pedido 242 generado para Cliente 63,2025-10-25 23:38:06.617000000
243,Pedido 243 generado para Cliente 906,2025-10-25 23:38:06.643000000
244,Pedido 244 generado para Cliente 503,2025-10-25 23:38:06.680000000
245,Pedido 245 generado para Cliente 179,2025-10-25 23:38:06.710000000
246,Pedido 246 generado para Cliente 393,2025-10-25 23:38:06.750000000
247,Pedido 247 generado para Cliente 382,2025-10-25 23:38:06.780000000
248,Pedido 248 generado para Cliente 909,2025-10-25 23:38:06.813000000
249,Pedido 249 generado para Cliente 675,2025-10-25 23:38:06.860000000
250,Pedido 250 generado para Cliente 611,2025-10-25 23:38:06.903000000
251,Pedido 251 generado para Cliente 726,2025-10-25 23:38:06.930000000
252,Pedido 252 generado para Cliente 38,2025-10-25 23:38:06.957000000
253,Pedido 253 generado para Cliente 370,2025-10-25 23:38:06.983000000
254,Pedido 254 generado para Cliente 215,2025-10-25 23:38:07.033000000
255,Pedido 255 generado para Cliente 549,2025-10-25 23:38:07.080000000
256,Pedido 256 generado para Cliente 888,2025-10-25 23:38:07.137000000
257,Pedido 257 generado para Cliente 670,2025-10-25 23:38:07.177000000
258,Pedido 258 generado para Cliente 643,2025-10-25 23:38:07.207000000
259,Pedido 259 generado para Cliente 750,2025-10-25 23:38:07.227000000
260,Pedido 260 generado para Cliente 736,2025-10-25 23:38:07.250000000
261,Pedido 261 generado para Cliente 558,2025-10-25 23:38:07.283000000
262,Pedido 262 generado para Cliente 186,2025-10-25 23:38:07.310000000
263,Pedido 263 generado para Cliente 330,2025-10-25 23:38:07.343000000
264,Pedido 264 generado para Cliente 752,2025-10-25 23:38:07.380000000
265,Pedido 265 generado para Cliente 721,2025-10-25 23:38:07.413000000
266,Pedido 266 generado para Cliente 181,2025-10-25 23:38:07.440000000
267,Pedido 267 generado para Cliente 407,2025-10-25 23:38:07.467000000
268,Pedido 268 generado para Cliente 990,2025-10-25 23:38:07.497000000
269,Pedido 269 generado para Cliente 831,2025-10-25 23:38:07.527000000
270,Pedido 270 generado para Cliente 416,2025-10-25 23:38:07.557000000
271,Pedido 271 generado para Cliente 394,2025-10-25 23:38:07.590000000
272,Pedido 272 generado para Cliente 757,2025-10-25 23:38:07.610000000
273,Pedido 273 generado para Cliente 966,2025-10-25 23:38:07.633000000
274,Pedido 274 generado para Cliente 717,2025-10-25 23:38:07.657000000
275,Pedido 275 generado para Cliente 503,2025-10-25 23:38:07.683000000
276,Pedido 276 generado para Cliente 503,2025-10-25 23:38:07.710000000
277,Pedido 277 generado para Cliente 502,2025-10-25 23:38:07.747000000
278,Pedido 278 generado para Cliente 22,2025-10-25 23:38:07.783000000
279,Pedido 279 generado para Cliente 144,2025-10-25 23:38:07.810000000
280,Pedido 280 generado para Cliente 469,2025-10-25 23:38:07.853000000
281,Pedido 281 generado para Cliente 398,2025-10-25 23:38:07.887000000
282,Pedido 282 generado para Cliente 167,2025-10-25 23:38:07.933000000
283,Pedido 283 generado para Cliente 888,2025-10-25 23:38:07.973000000
284,Pedido 284 generado para Cliente 32,2025-10-25 23:38:08.007000000
285,Pedido 285 generado para Cliente 227,2025-10-25 23:38:08.053000000
286,Pedido 286 generado para Cliente 118,2025-10-25 23:38:08.100000000
287,Pedido 287 generado para Cliente 626,2025-10-25 23:38:08.130000000
288,Pedido 288 generado para Cliente 391,2025-10-25 23:38:08.160000000
289,Pedido 289 generado para Cliente 660,2025-10-25 23:38:08.193000000
290,Pedido 290 generado para Cliente 988,2025-10-25 23:38:08.220000000
291,Pedido 291 generado para Cliente 543,2025-10-25 23:38:08.247000000
292,Pedido 292 generado para Cliente 489,2025-10-25 23:38:08.303000000
293,Pedido 293 generado para Cliente 687,2025-10-25 23:38:08.360000000
294,Pedido 294 generado para Cliente 866,2025-10-25 23:38:08.400000000
295,Pedido 295 generado para Cliente 702,2025-10-25 23:38:08.450000000
296,Pedido 296 generado para Cliente 529,2025-10-25 23:38:08.500000000
297,Pedido 297 generado para Cliente 624,2025-10-25 23:38:08.537000000
298,Pedido 298 generado para Cliente 801,2025-10-25 23:38:08.563000000
299,Pedido 299 generado para Cliente 912,2025-10-25 23:38:08.603000000
300,Pedido 300 generado para Cliente 26,2025-10-25 23:38:08.627000000
301,Pedido 301 generado para Cliente 111,2025-10-25 23:38:08.660000000
302,Pedido 302 generado para Cliente 549,2025-10-25 23:38:08.683000000
303,Pedido 303 generado para Cliente 421,2025-10-25 23:38:08.713000000
304,Pedido 304 generado para Cliente 295,2025-10-25 23:38:08.740000000
305,Pedido 305 generado para Cliente 761,2025-10-25 23:38:08.770000000
306,Pedido 306 generado para Cliente 836,2025-10-25 23:38:08.793000000
307,Pedido 307 generado para Cliente 804,2025-10-25 23:38:08.830000000
308,Pedido 308 generado para Cliente 25,2025-10-25 23:38:08.863000000
309,Pedido 309 generado para Cliente 688,2025-10-25 23:38:08.907000000
310,Pedido 310 generado para Cliente 410,2025-10-25 23:38:08.943000000
311,Pedido 311 generado para Cliente 519,2025-10-25 23:38:08.963000000
312,Pedido 312 generado para Cliente 489,2025-10-25 23:38:09
313,Pedido 313 generado para Cliente 548,2025-10-25 23:38:09.040000000
314,Pedido 314 generado para Cliente 294,2025-10-25 23:38:09.067000000
315,Pedido 315 generado para Cliente 545,2025-10-25 23:38:09.090000000
316,Pedido 316 generado para Cliente 821,2025-10-25 23:38:09.127000000
317,Pedido 317 generado para Cliente 139,2025-10-25 23:38:09.150000000
318,Pedido 318 generado para Cliente 435,2025-10-25 23:38:09.177000000
319,Pedido 319 generado para Cliente 410,2025-10-25 23:38:09.207000000
320,Pedido 320 generado para Cliente 856,2025-10-25 23:38:09.233000000
321,Pedido 321 generado para Cliente 475,2025-10-25 23:38:09.257000000
322,Pedido 322 generado para Cliente 842,2025-10-25 23:38:09.293000000
323,Pedido 323 generado para Cliente 121,2025-10-25 23:38:09.317000000
324,Pedido 324 generado para Cliente 882,2025-10-25 23:38:09.340000000
325,Pedido 325 generado para Cliente 544,2025-10-25 23:38:09.377000000
326,Pedido 326 generado para Cliente 913,2025-10-25 23:38:09.417000000
327,Pedido 327 generado para Cliente 950,2025-10-25 23:38:09.457000000
328,Pedido 328 generado para Cliente 957,2025-10-25 23:38:09.497000000
329,Pedido 329 generado para Cliente 542,2025-10-25 23:38:09.533000000
330,Pedido 330 generado para Cliente 714,2025-10-25 23:38:09.560000000
331,Pedido 331 generado para Cliente 390,2025-10-25 23:38:09.587000000
332,Pedido 332 generado para Cliente 601,2025-10-25 23:38:09.613000000
333,Pedido 333 generado para Cliente 60,2025-10-25 23:38:09.657000000
334,Pedido 334 generado para Cliente 367,2025-10-25 23:38:09.700000000
335,Pedido 335 generado para Cliente 690,2025-10-25 23:38:09.730000000
336,Pedido 336 generado para Cliente 673,2025-10-25 23:38:09.757000000
337,Pedido 337 generado para Cliente 63,2025-10-25 23:38:09.787000000
338,Pedido 338 generado para Cliente 761,2025-10-25 23:38:09.823000000
339,Pedido 339 generado para Cliente 512,2025-10-25 23:38:09.853000000
340,Pedido 340 generado para Cliente 163,2025-10-25 23:38:09.880000000
341,Pedido 341 generado para Cliente 182,2025-10-25 23:38:09.913000000
342,Pedido 342 generado para Cliente 322,2025-10-25 23:38:09.947000000
343,Pedido 343 generado para Cliente 467,2025-10-25 23:38:09.990000000
344,Pedido 344 generado para Cliente 5,2025-10-25 23:38:10.013000000
345,Pedido 345 generado para Cliente 995,2025-10-25 23:38:10.040000000
346,Pedido 346 generado para Cliente 977,2025-10-25 23:38:10.073000000
347,Pedido 347 generado para Cliente 836,2025-10-25 23:38:10.120000000
348,Pedido 348 generado para Cliente 162,2025-10-25 23:38:10.177000000
349,Pedido 349 generado para Cliente 89,2025-10-25 23:38:10.233000000
350,Pedido 350 generado para Cliente 516,2025-10-25 23:38:10.267000000
351,Pedido 351 generado para Cliente 985,2025-10-25 23:38:10.303000000
352,Pedido 352 generado para Cliente 589,2025-10-25 23:38:10.350000000
353,Pedido 353 generado para Cliente 273,2025-10-25 23:38:10.393000000
354,Pedido 354 generado para Cliente 643,2025-10-25 23:38:10.423000000
355,Pedido 355 generado para Cliente 291,2025-10-25 23:38:10.453000000
356,Pedido 356 generado para Cliente 456,2025-10-25 23:38:10.480000000
357,Pedido 357 generado para Cliente 896,2025-10-25 23:38:10.517000000
358,Pedido 358 generado para Cliente 876,2025-10-25 23:38:10.557000000
359,Pedido 359 generado para Cliente 723,2025-10-25 23:38:10.587000000
360,Pedido 360 generado para Cliente 800,2025-10-25 23:38:10.627000000
361,Pedido 361 generado para Cliente 718,2025-10-25 23:38:10.670000000
362,Pedido 362 generado para Cliente 474,2025-10-25 23:38:10.697000000
363,Pedido 363 generado para Cliente 219,2025-10-25 23:38:10.740000000
364,Pedido 364 generado para Cliente 275,2025-10-25 23:38:10.800000000
365,Pedido 365 generado para Cliente 692,2025-10-25 23:38:10.847000000
366,Pedido 366 generado para Cliente 466,2025-10-25 23:38:10.883000000
367,Pedido 367 generado para Cliente 136,2025-10-25 23:38:10.913000000
368,Pedido 368 generado para Cliente 143,2025-10-25 23:38:10.957000000
369,Pedido 369 generado para Cliente 910,2025-10-25 23:38:11.007000000
370,Pedido 370 generado para Cliente 616,2025-10-25 23:38:11.040000000
371,Pedido 371 generado para Cliente 7,2025-10-25 23:38:11.070000000
372,Pedido 372 generado para Cliente 3,2025-10-25 23:38:11.097000000
373,Pedido 373 generado para Cliente 304,2025-10-25 23:38:11.130000000
374,Pedido 374 generado para Cliente 106,2025-10-25 23:38:11.163000000
375,Pedido 375 generado para Cliente 184,2025-10-25 23:38:11.190000000
376,Pedido 376 generado para Cliente 281,2025-10-25 23:38:11.220000000
377,Pedido 377 generado para Cliente 671,2025-10-25 23:38:11.260000000
378,Pedido 378 generado para Cliente 866,2025-10-25 23:38:11.297000000
379,Pedido 379 generado para Cliente 661,2025-10-25 23:38:11.353000000
380,Pedido 380 generado para Cliente 797,2025-10-25 23:38:11.390000000
381,Pedido 381 generado para Cliente 861,2025-10-25 23:38:11.437000000
382,Pedido 382 generado para Cliente 220,2025-10-25 23:38:11.493000000
383,Pedido 383 generado para Cliente 528,2025-10-25 23:38:11.530000000
384,Pedido 384 generado para Cliente 233,2025-10-25 23:38:11.560000000
385,Pedido 385 generado para Cliente 901,2025-10-25 23:38:11.613000000
386,Pedido 386 generado para Cliente 194,2025-10-25 23:38:11.650000000
387,Pedido 387 generado para Cliente 857,2025-10-25 23:38:11.713000000
388,Pedido 388 generado para Cliente 874,2025-10-25 23:38:11.770000000
