id_pedido,id_cliente,id_empleado,fecha_pedido,estado
106,143,205,2025-10-18 23:38:01.640000000,Preparando
107,668,245,2025-10-11 23:38:01.717000000,Entregado
108,551,924,2025-10-19 23:38:01.767000000,Pendiente
109,204,543,2025-09-26 23:38:01.803000000,Preparando
110,246,291,2025-09-29 23:38:01.843000000,Entregado
111,416,968,2025-10-18 23:38:01.883000000,Pendiente
112,600,689,2025-09-30 23:38:01.907000000,Preparando
113,235,943,2025-10-23 23:38:01.940000000,Entregado
114,906,647,2025-10-17 23:38:01.973000000,Pendiente
115,726,509,2025-10-17 23:38:02.030000000,Preparando
116,633,993,2025-10-15 23:38:02.070000000,Entregado
117,825,818,2025-10-09 23:38:02.130000000,Pendiente
118,765,562,2025-10-05 23:38:02.163000000,Preparando
119,953,421,2025-10-15 23:38:02.203000000,Entregado
120,302,716,2025-10-19 23:38:02.237000000,Pendiente
121,823,86,2025-10-16 23:38:02.260000000,Preparando
122,821,28,2025-10-12 23:38:02.297000000,Entregado
123,462,140,2025-09-30 23:38:02.330000000,Pendiente
124,840,705,2025-10-21 23:38:02.357000000,Preparando
125,60,158,2025-10-13 23:38:02.380000000,Entregado
126,552,412,2025-10-11 23:38:02.403000000,Pendiente
127,192,798,2025-10-16 23:38:02.427000000,Preparando
128,673,742,2025-10-01 23:38:02.453000000,Entregado
129,789,664,2025-10-01 23:38:02.483000000,Pendiente
130,177,105,2025-10-14 23:38:02.510000000,Preparando
131,519,886,2025-10-17 23:38:02.547000000,Entregado
132,241,210,2025-10-25 23:38:02.577000000,Pendiente
133,513,357,2025-10-03 23:38:02.610000000,Preparando
134,717,764,2025-10-05 23:38:02.633000000,Entregado
135,524,724,2025-10-22 23:38:02.663000000,Pendiente
136,198,930,2025-09-26 23:38:02.703000000,Preparando
137,472,137,2025-10-17 23:38:02.740000000,Entregado
138,728,799,2025-10-11 23:38:02.760000000,Pendiente
139,974,678,2025-10-13 23:38:02.780000000,Preparando
140,933,262,2025-10-07 23:38:02.810000000,Entregado
141,807,817,2025-09-30 23:38:02.840000000,Pendiente
142,546,106,2025-09-29 23:38:02.877000000,Preparando
143,2,219,2025-10-10 23:38:02.910000000,Entregado
144,720,482,2025-09-26 23:38:02.937000000,Pendiente
145,576,160,2025-10-09 23:38:02.970000000,Preparando
146,884,755,2025-10-17 23:38:03,Entregado
147,865,903,2025-09-27 23:38:03.080000000,Pendiente
148,881,947,2025-10-01 23:38:03.117000000,Preparando
149,859,340,2025-10-20 23:38:03.150000000,Entregado
150,320,689,2025-09-26 23:38:03.190000000,Pendiente
151,862,997,2025-10-18 23:38:03.233000000,Preparando
152,751,277,2025-10-04 23:38:03.270000000,Entregado
153,641,284,2025-10-12 23:38:03.303000000,Pendiente
154,744,448,2025-10-21 23:38:03.353000000,Preparando
155,371,520,2025-10-12 23:38:03.380000000,Entregado
156,987,14,2025-10-13 23:38:03.423000000,Pendiente
157,358,321,2025-10-06 23:38:03.450000000,Preparando
158,548,259,2025-10-08 23:38:03.483000000,Entregado
159,595,622,2025-10-10 23:38:03.510000000,Pendiente
160,112,643,2025-10-07 23:38:03.543000000,Preparando
161,951,748,2025-10-03 23:38:03.587000000,Entregado
162,832,243,2025-09-30 23:38:03.630000000,Pendiente
163,700,466,2025-10-06 23:38:03.683000000,Preparando
164,993,213,2025-10-14 23:38:03.730000000,Entregado
165,792,996,2025-10-02 23:38:03.753000000,Pendiente
166,902,688,2025-10-17 23:38:03.783000000,Preparando
167,280,226,2025-10-02 23:38:03.820000000,Entregado
168,21,536,2025-10-10 23:38:03.843000000,Pendiente
169,290,265,2025-10-11 23:38:03.870000000,Preparando
170,193,224,2025-10-21 23:38:03.900000000,Entregado
171,359,682,2025-10-13 23:38:03.933000000,Pendiente
172,261,53,2025-10-07 23:38:03.967000000,Preparando
173,794,912,2025-10-08 23:38:03.993000000,Entregado
174,201,699,2025-09-27 23:38:04.030000000,Pendiente
175,70,617,2025-10-09 23:38:04.050000000,Preparando
176,318,196,2025-09-30 23:38:04.073000000,Entregado
177,348,141,2025-10-07 23:38:04.110000000,Pendiente
178,422,763,2025-10-09 23:38:04.130000000,Preparando
179,863,989,2025-10-25 23:38:04.170000000,Entregado
180,17,168,2025-10-04 23:38:04.200000000,Pendiente
181,246,466,2025-10-12 23:38:04.247000000,Preparando
182,975,234,2025-10-19 23:38:04.300000000,Entregado
183,635,254,2025-10-21 23:38:04.363000000,Pendiente
184,7,17,2025-10-19 23:38:04.403000000,Preparando
185,515,196,2025-10-23 23:38:04.450000000,Entregado
186,739,436,2025-09-30 23:38:04.480000000,Pendiente
187,558,621,2025-09-29 23:38:04.507000000,Preparando
188,232,246,2025-10-09 23:38:04.540000000,Entregado
189,843,106,2025-10-23 23:38:04.587000000,Pendiente
190,932,526,2025-10-05 23:38:04.620000000,Preparando
191,424,609,2025-10-18 23:38:04.647000000,Entregado
192,686,753,2025-10-09 23:38:04.670000000,Pendiente
193,737,877,2025-09-26 23:38:04.697000000,Preparando
194,890,549,2025-10-10 23:38:04.730000000,Entregado
195,504,730,2025-10-02 23:38:04.760000000,Pendiente
196,898,754,2025-09-27 23:38:04.790000000,Preparando
197,524,836,2025-10-13 23:38:04.810000000,Entregado
198,266,593,2025-10-22 23:38:04.850000000,Pendiente
199,235,560,2025-09-27 23:38:04.887000000,Preparando
200,751,487,2025-09-29 23:38:04.910000000,Entregado
201,185,314,2025-10-13 23:38:04.953000000,Pendiente
202,115,359,2025-09-30 23:38:04.980000000,Preparando
203,463,795,2025-10-15 23:38:05.010000000,Entregado
204,45,711,2025-10-04 23:38:05.050000000,Pendiente
205,808,777,2025-10-20 23:38:05.080000000,Preparando
206,44,465,2025-10-23 23:38:05.117000000,Entregado
207,907,424,2025-09-26 23:38:05.143000000,Pendiente
208,454,433,2025-09-29 23:38:05.177000000,Preparando
209,957,602,2025-10-25 23:38:05.207000000,Entregado
210,425,84,2025-10-03 23:38:05.230000000,Pendiente
211,338,775,2025-10-04 23:38:05.270000000,Preparando
212,699,664,2025-10-08 23:38:05.303000000,Entregado
213,129,437,2025-10-08 23:38:05.337000000,Pendiente
214,783,280,2025-10-13 23:38:05.360000000,Preparando
215,771,170,2025-10-18 23:38:05.383000000,Entregado
216,931,401,2025-10-19 23:38:05.413000000,Pendiente
217,326,981,2025-10-07 23:38:05.443000000,Preparando
218,250,678,2025-09-27 23:38:05.753000000,Entregado
219,523,857,2025-09-30 23:38:05.787000000,Pendiente
220,137,763,2025-10-01 23:38:05.830000000,Preparando
221,491,102,2025-10-19 23:38:05.930000000,Entregado
222,543,705,2025-10-24 23:38:05.980000000,Pendiente
223,982,21,2025-10-11 23:38:06.023000000,Preparando
224,244,738,2025-10-06 23:38:06.047000000,Entregado
225,804,765,2025-09-28 23:38:06.083000000,Pendiente
226,47,841,2025-09-29 23:38:06.120000000,Preparando
227,629,644,2025-10-16 23:38:06.143000000,Entregado
228,71,316,2025-10-08 23:38:06.170000000,Pendiente
229,846,612,2025-10-01 23:38:06.207000000,Preparando
230,112,307,2025-10-06 23:38:06.237000000,Entregado
231,698,478,2025-10-04 23:38:06.263000000,Pendiente
232,809,564,2025-10-03 23:38:06.287000000,Preparando
233,169,674,2025-10-01 23:38:06.317000000,Entregado
234,458,614,2025-10-09 23:38:06.343000000,Pendiente
235,656,451,2025-09-29 23:38:06.380000000,Preparando
236,42,369,2025-09-26 23:38:06.407000000,Entregado
237,663,800,2025-10-12 23:38:06.440000000,Pendiente
238,165,748,2025-10-03 23:38:06.470000000,Preparando
239,607,171,2025-09-29 23:38:06.500000000,Entregado
240,527,798,2025-09-27 23:38:06.523000000,Pendiente
241,583,15,2025-10-23 23:38:06.560000000,Preparando
242,63,511,2025-10-02 23:38:06.593000000,Entregado
243,906,932,2025-10-25 23:38:06.620000000,Pendiente
244,503,486,2025-10-18 23:38:06.650000000,Preparando
245,179,282,2025-10-04 23:38:06.687000000,Entregado
246,393,319,2025-10-21 23:38:06.717000000,Pendiente
247,382,451,2025-10-02 23:38:06.757000000,Preparando
248,909,653,2025-10-02 23:38:06.790000000,Entregado
249,675,869,2025-09-27 23:38:06.823000000,Pendiente
250,611,991,2025-10-15 23:38:06.870000000,Preparando
251,726,405,2025-09-30 23:38:06.910000000,Entregado
252,38,95,2025-10-20 23:38:06.937000000,Pendiente
253,370,166,2025-10-22 23:38:06.963000000,Preparando
254,215,70,2025-10-15 23:38:06.990000000,Entregado
255,549,55,2025-10-10 23:38:07.043000000,Pendiente
256,888,47,2025-10-20 23:38:07.093000000,Preparando
257,670,372,2025-10-01 23:38:07.143000000,Entregado
258,643,581,2025-10-03 23:38:07.180000000,Pendiente
259,750,957,2025-10-20 23:38:07.210000000,Preparando
260,736,228,2025-09-29 23:38:07.233000000,Entregado
261,558,617,2025-10-21 23:38:07.257000000,Pendiente
262,186,737,2025-10-04 23:38:07.287000000,Preparando
263,330,511,2025-10-08 23:38:07.317000000,Entregado
264,752,328,2025-10-14 23:38:07.350000000,Pendiente
265,721,90,2025-10-24 23:38:07.387000000,Preparando
266,181,209,2025-10-02 23:38:07.420000000,Entregado
267,407,758,2025-10-12 23:38:07.447000000,Pendiente
268,990,454,2025-10-08 23:38:07.473000000,Preparando
269,831,361,2025-10-05 23:38:07.503000000,Entregado
270,416,434,2025-10-11 23:38:07.533000000,Pendiente
271,394,230,2025-10-03 23:38:07.560000000,Preparando
272,757,607,2025-10-05 23:38:07.597000000,Entregado
273,966,602,2025-10-21 23:38:07.617000000,Pendiente
274,717,490,2025-09-26 23:38:07.640000000,Preparando
275,503,986,2025-10-16 23:38:07.663000000,Entregado
276,503,320,2025-09-29 23:38:07.687000000,Pendiente
277,502,94,2025-10-08 23:38:07.717000000,Preparando
278,22,251,2025-09-27 23:38:07.753000000,Entregado
279,144,931,2025-10-18 23:38:07.790000000,Pendiente
280,469,483,2025-10-14 23:38:07.820000000,Preparando
281,398,737,2025-09-27 23:38:07.860000000,Entregado
282,167,939,2025-09-30 23:38:07.893000000,Pendiente
283,888,607,2025-10-08 23:38:07.940000000,Preparando
284,32,371,2025-10-02 23:38:07.980000000,Entregado
285,227,128,2025-10-14 23:38:08.013000000,Pendiente
286,118,475,2025-10-10 23:38:08.063000000,Preparando
287,626,399,2025-10-20 23:38:08.110000000,Entregado
288,391,413,2025-10-07 23:38:08.140000000,Pendiente
289,660,819,2025-10-17 23:38:08.167000000,Preparando
290,988,905,2025-10-06 23:38:08.200000000,Entregado
291,543,453,2025-10-13 23:38:08.230000000,Pendiente
292,489,333,2025-09-30 23:38:08.253000000,Preparando
293,687,47,2025-10-23 23:38:08.310000000,Entregado
294,866,607,2025-10-15 23:38:08.370000000,Pendiente
295,702,52,2025-10-23 23:38:08.410000000,Preparando
296,529,989,2025-10-21 23:38:08.460000000,Entregado
297,624,25,2025-10-17 23:38:08.507000000,Pendiente
298,801,306,2025-10-10 23:38:08.543000000,Preparando
299,912,83,2025-10-11 23:38:08.570000000,Entregado
300,26,790,2025-10-09 23:38:08.610000000,Pendiente
301,111,72,2025-10-13 23:38:08.630000000,Preparando
302,549,527,2025-10-05 23:38:08.667000000,Entregado
303,421,975,2025-10-08 23:38:08.690000000,Pendiente
304,295,956,2025-10-19 23:38:08.720000000,Preparando
305,761,564,2025-10-10 23:38:08.747000000,Entregado
306,836,270,2025-10-17 23:38:08.777000000,Pendiente
307,804,233,2025-10-14 23:38:08.803000000,Preparando
308,25,15,2025-10-02 23:38:08.837000000,Entregado
309,688,938,2025-10-08 23:38:08.873000000,Pendiente
310,410,389,2025-10-17 23:38:08.913000000,Preparando
311,519,419,2025-09-28 23:38:08.950000000,Entregado
312,489,428,2025-10-24 23:38:08.970000000,Pendiente
313,548,978,2025-10-11 23:38:09.010000000,Preparando
314,294,858,2025-09-27 23:38:09.043000000,Entregado
315,545,390,2025-10-10 23:38:09.073000000,Pendiente
316,821,840,2025-10-17 23:38:09.097000000,Preparando
317,139,859,2025-10-22 23:38:09.133000000,Entregado
318,435,901,2025-09-29 23:38:09.153000000,Pendiente
319,410,602,2025-10-03 23:38:09.183000000,Preparando
320,856,217,2025-10-18 23:38:09.210000000,Entregado
321,475,932,2025-10-12 23:38:09.240000000,Pendiente
322,842,639,2025-10-06 23:38:09.263000000,Preparando
323,121,864,2025-10-06 23:38:09.300000000,Entregado
324,882,629,2025-10-18 23:38:09.323000000,Pendiente
325,544,677,2025-10-01 23:38:09.347000000,Preparando
326,913,920,2025-10-17 23:38:09.383000000,Entregado
327,950,349,2025-10-11 23:38:09.423000000,Pendiente
328,957,876,2025-10-16 23:38:09.460000000,Preparando
329,542,46,2025-10-08 23:38:09.503000000,Entregado
330,714,736,2025-10-18 23:38:09.543000000,Pendiente
331,390,806,2025-10-06 23:38:09.567000000,Preparando
332,601,95,2025-10-24 23:38:09.593000000,Entregado
333,60,712,2025-10-09 23:38:09.623000000,Pendiente
334,367,792,2025-10-10 23:38:09.667000000,Preparando
335,690,207,2025-10-20 23:38:09.707000000,Entregado
336,673,15,2025-10-13 23:38:09.740000000,Pendiente
337,63,681,2025-10-14 23:38:09.763000000,Preparando
338,761,673,2025-10-15 23:38:09.793000000,Entregado
339,512,694,2025-09-26 23:38:09.830000000,Pendiente
340,163,859,2025-10-25 23:38:09.860000000,Preparando
341,182,387,2025-10-17 23:38:09.887000000,Entregado
342,322,107,2025-10-08 23:38:09.923000000,Pendiente
343,467,745,2025-10-19 23:38:09.953000000,Preparando
344,5,686,2025-10-11 23:38:09.997000000,Entregado
345,995,218,2025-10-11 23:38:10.020000000,Pendiente
346,977,337,2025-10-16 23:38:10.050000000,Preparando
347,836,966,2025-10-22 23:38:10.080000000,Entregado
348,162,442,2025-10-04 23:38:10.130000000,Pendiente
349,89,940,2025-10-06 23:38:10.190000000,Preparando
350,516,254,2025-10-23 23:38:10.247000000,Entregado
351,985,732,2025-09-27 23:38:10.273000000,Pendiente
352,589,277,2025-10-22 23:38:10.313000000,Preparando
353,273,356,2025-10-14 23:38:10.360000000,Entregado
354,643,647,2025-10-12 23:38:10.403000000,Pendiente
355,291,979,2025-10-01 23:38:10.430000000,Preparando
356,456,464,2025-10-15 23:38:10.463000000,Entregado
357,896,863,2025-10-15 23:38:10.490000000,Pendiente
358,876,103,2025-10-21 23:38:10.523000000,Preparando
359,723,61,2025-10-11 23:38:10.567000000,Entregado
360,800,960,2025-10-06 23:38:10.590000000,Pendiente
361,718,208,2025-10-24 23:38:10.633000000,Preparando
362,474,478,2025-10-11 23:38:10.677000000,Entregado
363,219,57,2025-10-19 23:38:10.707000000,Pendiente
364,275,392,2025-10-03 23:38:10.750000000,Preparando
365,692,624,2025-10-18 23:38:10.807000000,Entregado
366,466,473,2025-10-25 23:38:10.857000000,Pendiente
367,136,651,2025-10-17 23:38:10.897000000,Preparando
368,143,976,2025-10-01 23:38:10.923000000,Entregado
369,910,739,2025-09-29 23:38:10.963000000,Pendiente
370,616,570,2025-10-22 23:38:11.017000000,Preparando
371,7,872,2025-10-10 23:38:11.047000000,Entregado
372,3,989,2025-10-09 23:38:11.080000000,Pendiente
373,304,715,2025-10-04 23:38:11.100000000,Preparando
374,106,788,2025-10-11 23:38:11.140000000,Entregado
375,184,23,2025-09-26 23:38:11.170000000,Pendiente
376,281,596,2025-10-16 23:38:11.197000000,Preparando
377,671,850,2025-09-29 23:38:11.230000000,Entregado
378,866,890,2025-10-10 23:38:11.270000000,Pendiente
379,661,723,2025-10-14 23:38:11.307000000,Preparando
380,797,101,2025-10-21 23:38:11.363000000,Entregado
381,861,56,2025-10-16 23:38:11.400000000,Pendiente
382,220,198,2025-10-13 23:38:11.447000000,Preparando
383,528,423,2025-09-30 23:38:11.503000000,Entregado
384,233,527,2025-10-20 23:38:11.540000000,Pendiente
385,901,701,2025-10-19 23:38:11.570000000,Preparando
386,194,384,2025-10-17 23:38:11.620000000,Entregado
387,857,237,2025-10-03 23:38:11.660000000,Pendiente
388,874,548,2025-10-04 23:38:11.727000000,Preparando
389,720,188,2025-10-13 23:38:11.780000000,Entregado
390,377,133,2025-10-24 23:38:11.820000000,Pendiente
391,553,292,2025-09-29 23:38:11.867000000,Preparando
392,382,809,2025-10-22 23:38:11.907000000,Entregado
393,990,208,2025-10-19 23:38:11.943000000,Pendiente
394,318,99,2025-10-20 23:38:11.983000000,Preparando
395,577,589,2025-10-16 23:38:12.017000000,Entregado
396,174,975,2025-10-16 23:38:12.060000000,Pendiente
397,336,239,2025-10-24 23:38:12.103000000,Preparando
398,50,687,2025-10-08 23:38:12.153000000,Entregado
399,5,166,2025-10-22 23:38:12.210000000,Pendiente
400,65,808,2025-09-28 23:38:12.280000000,Preparando
401,247,117,2025-10-07 23:38:12.340000000,Entregado
402,528,899,2025-10-12 23:38:12.393000000,Pendiente
403,734,36,2025-10-07 23:38:12.437000000,Preparando
404,38,230,2025-09-28 23:38:12.460000000,Entregado
405,630,122,2025-10-11 23:38:12.497000000,Pendiente
406,441,42,2025-10-21 23:38:12.517000000,Preparando
407,517,742,2025-10-19 23:38:12.560000000,Entregado
408,736,776,2025-10-23 23:38:12.607000000,Pendiente
409,231,139,2025-10-19 23:38:12.653000000,Preparando
410,689,195,2025-10-08 23:38:12.703000000,Entregado
411,76,710,2025-10-11 23:38:12.750000000,Pendiente
412,386,900,2025-10-08 23:38:12.787000000,Preparando
413,13,315,2025-10-01 23:38:12.810000000,Entregado
414,838,325,2025-09-30 23:38:12.847000000,Pendiente
415,449,612,2025-10-09 23:38:13.180000000,Preparando
416,79,551,2025-09-30 23:38:13.457000000,Entregado
417,765,283,2025-10-10 23:38:13.693000000,Pendiente
418,252,778,2025-10-25 23:38:14.260000000,Preparando
419,531,859,2025-10-17 23:38:14.560000000,Entregado
420,638,930,2025-10-23 23:38:15,Pendiente
421,570,111,2025-10-18 23:38:15.357000000,Preparando
422,358,898,2025-10-22 23:38:15.600000000,Entregado
423,15,961,2025-10-16 23:38:15.657000000,Pendiente
424,446,749,2025-10-18 23:38:15.723000000,Preparando
425,180,707,2025-10-15 23:38:15.780000000,Entregado
426,110,841,2025-10-16 23:38:15.820000000,Pendiente
427,627,686,2025-10-09 23:38:15.860000000,Preparando
428,644,440,2025-10-22 23:38:15.890000000,Entregado
429,22,361,2025-10-25 23:38:15.927000000,Pendiente
430,123,692,2025-10-05 23:38:15.977000000,Preparando
431,708,253,2025-10-07 23:38:16.020000000,Entregado
432,683,462,2025-10-09 23:38:16.063000000,Pendiente
433,891,257,2025-10-24 23:38:16.123000000,Preparando
434,882,441,2025-09-27 23:38:16.160000000,Entregado
435,218,484,2025-10-12 23:38:16.193000000,Pendiente
436,502,289,2025-10-09 23:38:16.220000000,Preparando
437,772,755,2025-10-14 23:38:16.257000000,Entregado
438,300,665,2025-09-30 23:38:16.297000000,Pendiente
439,432,832,2025-10-23 23:38:16.323000000,Preparando
440,699,494,2025-09-27 23:38:16.353000000,Entregado
441,897,493,2025-10-17 23:38:16.390000000,Pendiente
442,775,377,2025-10-01 23:38:16.430000000,Preparando
443,429,746,2025-09-29 23:38:16.453000000,Entregado
444,81,109,2025-10-13 23:38:16.480000000,Pendiente
445,603,855,2025-10-23 23:38:16.517000000,Preparando
446,621,321,2025-09-30 23:38:16.547000000,Entregado
447,856,80,2025-10-02 23:38:16.577000000,Pendiente
448,773,479,2025-10-18 23:38:16.610000000,Preparando
449,30,200,2025-10-11 23:38:16.643000000,Entregado
450,591,531,2025-10-07 23:38:16.680000000,Pendiente
451,341,573,2025-10-11 23:38:16.713000000,Preparando
452,224,713,2025-10-12 23:38:16.750000000,Entregado
453,887,138,2025-10-10 23:38:16.780000000,Pendiente
454,895,49,2025-10-25 23:38:16.817000000,Preparando
455,803,74,2025-09-26 23:38:16.840000000,Entregado
456,123,393,2025-10-01 23:38:16.877000000,Pendiente
457,348,906,2025-10-02 23:38:16.900000000,Preparando
458,328,135,2025-10-14 23:38:16.927000000,Entregado
459,971,62,2025-09-29 23:38:16.950000000,Pendiente
460,310,370,2025-10-08 23:38:16.980000000,Preparando
461,274,33,2025-10-04 23:38:17.010000000,Entregado
462,531,565,2025-10-01 23:38:17.037000000,Pendiente
463,155,223,2025-09-27 23:38:17.070000000,Preparando
464,305,856,2025-10-24 23:38:17.107000000,Entregado
465,354,251,2025-10-15 23:38:17.130000000,Pendiente
466,265,164,2025-10-25 23:38:17.163000000,Preparando
467,7,736,2025-10-10 23:38:17.207000000,Entregado
468,579,34,2025-10-06 23:38:17.237000000,Pendiente
469,785,392,2025-10-07 23:38:17.280000000,Preparando
470,663,568,2025-10-19 23:38:17.320000000,Entregado
471,99,227,2025-10-17 23:38:17.347000000,Pendiente
472,765,34,2025-10-17 23:38:17.367000000,Preparando
473,357,816,2025-10-22 23:38:17.417000000,Entregado
474,866,404,2025-10-16 23:38:17.467000000,Pendiente
475,453,398,2025-09-26 23:38:17.507000000,Preparando
476,339,443,2025-10-12 23:38:17.537000000,Entregado
477,994,898,2025-10-07 23:38:17.597000000,Pendiente
478,523,196,2025-09-30 23:38:17.650000000,Preparando
479,13,946,2025-10-13 23:38:17.693000000,Entregado
480,973,680,2025-10-05 23:38:17.750000000,Pendiente
481,935,789,2025-10-09 23:38:17.797000000,Preparando
482,62,336,2025-10-07 23:38:17.820000000,Entregado
483,535,118,2025-09-26 23:38:17.843000000,Pendiente
484,192,821,2025-09-27 23:38:17.873000000,Preparando
485,179,373,2025-09-30 23:38:17.910000000,Entregado
486,595,749,2025-10-12 23:38:17.933000000,Pendiente
487,55,64,2025-10-25 23:38:17.960000000,Preparando
488,532,340,2025-10-10 23:38:17.997000000,Entregado
489,998,447,2025-10-08 23:38:18.027000000,Pendiente
490,966,534,2025-10-12 23:38:18.050000000,Preparando
491,659,233,2025-09-26 23:38:18.083000000,Entregado
492,636,386,2025-10-16 23:38:18.113000000,Pendiente
